Company,GL Level 02,GL Level 03,GL Level 04,GL Level 05,GL Level 06,Income Balance,Posting Date,Budget,Budget Reverse Sign,Budget Variance,Budget Variance Reverse Sign,Amount,Amount Reverse Sign,Amount LY,Amount LY Reverse Sign,Amount Variance,Amount Variance Reverse Sign,Balance,Balance Reverse Sign,Balance LY,Balance LY Reverse,Balance Variance,Balance Variance Reverse Sign,Closing Entry,Quarter
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/08/2017 00:00,19116,-19116,-19116,19116,,,,,,,,,,,,,Unknown,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/09/2017 00:00,18738,-18738,-18738,18738,,,,,,,,,,,,,Closing Entry,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/09/2017 00:00,18738,-18738,-2301,2301,16437,-16437,17628,-17628,-1191,1191,387968,-387968,152547,-152547,235421,-235421,Regular Entry,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/09/2017 00:00,18738,-18738,-18738,18738,,,,,,,,,,,,,Unknown,2017 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/10/2017 00:00,19405,-19405,-19405,19405,,,,,,,,,,,,,Closing Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/10/2017 00:00,19405,-19405,-1437,1437,17967,-17967,16332,-16332,1635,-1635,405936,-405936,168880,-168880,237056,-237056,Regular Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/10/2017 00:00,19405,-19405,-19405,19405,,,,,,,,,,,,,Unknown,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/11/2017 00:00,18883,-18883,-18883,18883,,,,,,,,,,,,,Closing Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/11/2017 00:00,18883,-18883,-1235,1235,17647,-17647,20434,-20434,-2787,2787,423583,-423583,189314,-189314,234269,-234269,Regular Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/11/2017 00:00,18883,-18883,-18883,18883,,,,,,,,,,,,,Unknown,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/12/2017 00:00,23754,-23754,-23754,23754,,,,,,,,,,,,,Closing Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/12/2017 00:00,23754,-23754,-3276,3276,20478,-20478,18173,-18173,2305,-2305,444061,-444061,207486,-207486,236575,-236575,Regular Entry,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/12/2017 00:00,23754,-23754,-23754,23754,,,,,,,,,,,,,Unknown,2017 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/01/2018 00:00,17944,-17944,-17944,17944,,,,,,,,,,,,,Closing Entry,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/01/2018 00:00,17944,-17944,-352,352,17592,-17592,20007,-20007,-2415,2415,461653,-461653,227493,-227493,234160,-234160,Regular Entry,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/01/2018 00:00,17944,-17944,-17944,17944,,,,,,,,,,,,,Unknown,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/02/2018 00:00,17009,-17009,-17009,17009,,,,,,,,,,,,,Closing Entry,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/02/2018 00:00,17009,-17009,-495,495,16514,-16514,20457,-20457,-3943,3943,478167,-478167,247950,-247950,230217,-230217,Regular Entry,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/02/2018 00:00,17009,-17009,-17009,17009,,,,,,,,,,,,,Unknown,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/03/2018 00:00,15965,-15965,-15965,15965,,,,,,,,,,,,,Closing Entry,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/03/2018 00:00,15965,-15965,1388,-1388,17354,-17354,21698,-21698,-4344,4344,495520,-495520,269648,-269648,225873,-225873,Regular Entry,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/03/2018 00:00,15965,-15965,-15965,15965,,,,,,,,,,,,,Unknown,2018 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/04/2018 00:00,16132,-16132,-16132,16132,,,,,,,,,,,,,Closing Entry,2018 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/04/2018 00:00,16132,-16132,1994,-1994,18126,-18126,21140,-21140,-3013,3013,513647,-513647,290787,-290787,222859,-222859,Regular Entry,2018 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/04/2018 00:00,16132,-16132,-16132,16132,,,,,,,,,,,,,Unknown,2018 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/05/2018 00:00,17650,-17650,-17650,17650,,,,,,,,,,,,,Closing Entry,2018 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/05/2018 00:00,17650,-17650,1329,-1329,18979,-18979,20815,-20815,-1836,1836,532625,-532625,311602,-311602,221024,-221024,Regular Entry,2018 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/05/2018 00:00,17650,-17650,-17650,17650,,,,,,,,,,,,,Unknown,2018 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/06/2018 00:00,17853,-17853,-17853,17853,,,,,,,,,,,,,Closing Entry,2018 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/06/2018 00:00,17853,-17853,2434,-2434,20287,-20287,23072,-23072,-2785,2785,552913,-552913,334674,-334674,218238,-218238,Regular Entry,2018 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/06/2018 00:00,17853,-17853,-17853,17853,,,,,,,,,,,,,Unknown,2018 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/07/2018 00:00,21797,-21797,-21797,21797,,,,,,,,,,,,,Closing Entry,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/07/2018 00:00,21797,-21797,-1234,1234,20563,-20563,18476,-18476,2087,-2087,573476,-573476,353151,-353151,220325,-220325,Regular Entry,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/07/2018 00:00,21797,-21797,-21797,21797,,,,,,,,,,,,,Unknown,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/08/2018 00:00,19198,-19198,-19198,19198,,,,,,,,,,,,,Closing Entry,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/08/2018 00:00,19198,-19198,800,-800,19998,-19998,18381,-18381,1617,-1617,593474,-593474,371531,-371531,221942,-221942,Regular Entry,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/08/2018 00:00,19198,-19198,-19198,19198,,,,,,,,,,,,,Unknown,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/09/2018 00:00,18873,-18873,-18873,18873,,,,,,,,,,,,,Closing Entry,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/09/2018 00:00,18873,-18873,1205,-1205,20077,-20077,16437,-16437,3640,-3640,613551,-613551,387968,-387968,225583,-225583,Regular Entry,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/09/2018 00:00,18873,-18873,-18873,18873,,,,,,,,,,,,,Unknown,2018 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/10/2018 00:00,20906,-20906,-20906,20906,,,,,,,,,,,,,Closing Entry,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/10/2018 00:00,20906,-20906,1334,-1334,22240,-22240,17967,-17967,4273,-4273,635791,-635791,405936,-405936,229855,-229855,Regular Entry,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/10/2018 00:00,20906,-20906,-20906,20906,,,,,,,,,,,,,Unknown,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/11/2018 00:00,25486,-25486,-25486,25486,,,,,,,,,,,,,Closing Entry,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/11/2018 00:00,25486,-25486,-252,252,25233,-25233,17647,-17647,7586,-7586,661024,-661024,423583,-423583,237441,-237441,Regular Entry,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/11/2018 00:00,25486,-25486,-25486,25486,,,,,,,,,,,,,Unknown,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/12/2018 00:00,24186,-24186,-24186,24186,,,,,,,,,,,,,Closing Entry,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/12/2018 00:00,24186,-24186,-1792,1792,22395,-22395,20478,-20478,1917,-1917,683419,-683419,444061,-444061,239358,-239358,Regular Entry,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/12/2018 00:00,24186,-24186,-24186,24186,,,,,,,,,,,,,Unknown,2018 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/01/2019 00:00,21490,-21490,-21490,21490,,,,,,,,,,,,,Closing Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/01/2019 00:00,21490,-21490,1131,-1131,22621,-22621,17592,-17592,5029,-5029,706040,-706040,461653,-461653,244387,-244387,Regular Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/01/2019 00:00,21490,-21490,-21490,21490,,,,,,,,,,,,,Unknown,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/02/2019 00:00,23789,-23789,-23789,23789,,,,,,,,,,,,,Closing Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/02/2019 00:00,23789,-23789,736,-736,24525,-24525,16514,-16514,8011,-8011,730565,-730565,478167,-478167,252398,-252398,Regular Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/02/2019 00:00,23789,-23789,-23789,23789,,,,,,,,,,,,,Unknown,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/03/2019 00:00,23963,-23963,-23963,23963,,,,,,,,,,,,,Closing Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/03/2019 00:00,23963,-23963,242,-242,24205,-24205,17354,-17354,6851,-6851,754770,-754770,495520,-495520,259250,-259250,Regular Entry,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/03/2019 00:00,23963,-23963,-23963,23963,,,,,,,,,,,,,Unknown,2019 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/04/2019 00:00,27642,-27642,-27642,27642,,,,,,,,,,,,,Closing Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/04/2019 00:00,27642,-27642,564,-564,28206,-28206,18126,-18126,10080,-10080,782976,-782976,513647,-513647,269329,-269329,Regular Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/04/2019 00:00,27642,-27642,-27642,27642,,,,,,,,,,,,,Unknown,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/05/2019 00:00,27089,-27089,-27089,27089,,,,,,,,,,,,,Closing Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/05/2019 00:00,27089,-27089,838,-838,27926,-27926,18979,-18979,8947,-8947,810902,-810902,532625,-532625,278277,-278277,Regular Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/05/2019 00:00,27089,-27089,-27089,27089,,,,,,,,,,,,,Unknown,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/06/2019 00:00,33888,-33888,-33888,33888,,,,,,,,,,,,,Closing Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/06/2019 00:00,33888,-33888,1048,-1048,34936,-34936,20287,-20287,14649,-14649,845838,-845838,552913,-552913,292925,-292925,Regular Entry,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/06/2019 00:00,33888,-33888,-33888,33888,,,,,,,,,,,,,Unknown,2019 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/07/2019 00:00,20918,-20918,-20918,20918,,,,,,,,,,,,,Closing Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/07/2019 00:00,20918,-20918,872,-872,21790,-21790,20563,-20563,1227,-1227,867628,-867628,573476,-573476,294152,-294152,Regular Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/07/2019 00:00,20918,-20918,-20918,20918,,,,,,,,,,,,,Unknown,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/08/2019 00:00,21096,-21096,-21096,21096,,,,,,,,,,,,,Closing Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/08/2019 00:00,21096,-21096,879,-879,21975,-21975,19998,-19998,1977,-1977,889602,-889602,593474,-593474,296129,-296129,Regular Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/08/2019 00:00,21096,-21096,-21096,21096,,,,,,,,,,,,,Unknown,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/09/2019 00:00,21463,-21463,-21463,21463,,,,,,,,,,,,,Closing Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/09/2019 00:00,21463,-21463,1130,-1130,22593,-22593,20077,-20077,2516,-2516,912195,-912195,613551,-613551,298644,-298644,Regular Entry,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/09/2019 00:00,21463,-21463,-21463,21463,,,,,,,,,,,,,Unknown,2019 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/10/2019 00:00,25899,-25899,-25899,25899,,,,,,,,,,,,,Closing Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/10/2019 00:00,25899,-25899,-256,256,25643,-25643,22240,-22240,3403,-3403,937838,-937838,635791,-635791,302047,-302047,Regular Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/10/2019 00:00,25899,-25899,-25899,25899,,,,,,,,,,,,,Unknown,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/11/2019 00:00,22660,-22660,-22660,22660,,,,,,,,,,,,,Closing Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/11/2019 00:00,22660,-22660,4641,-4641,27302,-27302,25233,-25233,2068,-2068,965140,-965140,661024,-661024,304115,-304115,Regular Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/11/2019 00:00,22660,-22660,-22660,22660,,,,,,,,,,,,,Unknown,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/12/2019 00:00,23423,-23423,-23423,23423,,,,,,,,,,,,,Closing Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/12/2019 00:00,23423,-23423,1495,-1495,24918,-24918,22395,-22395,2523,-2523,990057,-990057,683419,-683419,306638,-306638,Regular Entry,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/12/2019 00:00,23423,-23423,-23423,23423,,,,,,,,,,,,,Unknown,2019 Q4
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/01/2020 00:00,25966,-25966,-25966,25966,,,,,,,,,,,,,Closing Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/01/2020 00:00,25966,-25966,-999,999,24967,-24967,22621,-22621,2346,-2346,1015024,-1015024,706040,-706040,308984,-308984,Regular Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/01/2020 00:00,25966,-25966,-25966,25966,,,,,,,,,,,,,Unknown,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/02/2020 00:00,23306,-23306,-23306,23306,,,,,,,,,,,,,Closing Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/02/2020 00:00,23306,-23306,2027,-2027,25332,-25332,24525,-24525,807,-807,1040357,-1040357,730565,-730565,309791,-309791,Regular Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/02/2020 00:00,23306,-23306,-23306,23306,,,,,,,,,,,,,Unknown,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/03/2020 00:00,23046,-23046,-23046,23046,,,,,,,,,,,,,Closing Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/03/2020 00:00,23046,-23046,713,-713,23758,-23758,24205,-24205,-446,446,1064115,-1064115,754770,-754770,309345,-309345,Regular Entry,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/03/2020 00:00,23046,-23046,-23046,23046,,,,,,,,,,,,,Unknown,2020 Q1
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/04/2020 00:00,15283,-15283,-15283,15283,,,,,,,,,,,,,Closing Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/04/2020 00:00,15283,-15283,1889,-1889,17171,-17171,28206,-28206,-11034,11034,1081287,-1081287,782976,-782976,298311,-298311,Regular Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/04/2020 00:00,15283,-15283,-15283,15283,,,,,,,,,,,,,Unknown,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/05/2020 00:00,13865,-13865,-13865,13865,,,,,,,,,,,,,Closing Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/05/2020 00:00,13865,-13865,283,-283,14148,-14148,27926,-27926,-13778,13778,1095435,-1095435,810902,-810902,284533,-284533,Regular Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/05/2020 00:00,13865,-13865,-13865,13865,,,,,,,,,,,,,Unknown,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/06/2020 00:00,14622,-14622,-14622,14622,,,,,,,,,,,,,Closing Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/06/2020 00:00,14622,-14622,3210,-3210,17832,-17832,34936,-34936,-17104,17104,1113266,-1113266,845838,-845838,267428,-267428,Regular Entry,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/06/2020 00:00,14622,-14622,-14622,14622,,,,,,,,,,,,,Unknown,2020 Q2
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/07/2020 00:00,10472,-10472,-10472,10472,,,,,,,,,,,,,Closing Entry,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/07/2020 00:00,10472,-10472,1848,-1848,12320,-12320,21790,-21790,-9470,9470,1125586,-1125586,867628,-867628,257959,-257959,Regular Entry,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/07/2020 00:00,10472,-10472,-10472,10472,,,,,,,,,,,,,Unknown,2020 Q3
CRONUS JetCorp UK,Operating Expenses,Personnel Expenses,62500 - Payroll Taxes,,,Income Statement,01/08/2020 00:00,12903,-12903,-12903,12903,,,,,,,,,,,,,Closing Entry,2020 Q3
